domain	programID	programName	datasetID	datasetName	runID	tunedHyperparameters	error
Regression	61	Linear Regression(beta)	195	cpu-performance	553	false	30062.8888888889
Regression	61	Linear Regression(beta)	180	autos	554	false	1.55737704918033
Regression	61	Linear Regression(beta)	161	liver-disorders	555	false	14.3918269230769
Regression	64	Linear Regression - Regularized (beta)	152	regression-sample	558	false	0.7693232638445
Regression	64	Linear Regression - Regularized (beta)	156	echocardiogram	559	true	failed
Regression	64	Linear Regression - Regularized (beta)	180	autos	560	true	failed
MulticlassClassification	39	svmlight-linear	157	annealing	573	true	0.533333333333333
MulticlassClassification	72	svmlight-rbf	207	wine	578	false	0.584905660377358
BinaryClassification	72	svmlight-rbf	153	binary-sample	580	true	0.5
MulticlassClassification	72	svmlight-rbf	154	multiclass-sample	581	true	failed
MulticlassClassification	72	svmlight-rbf	155	shuttle-landing-control	582	true	failed
MulticlassClassification	72	svmlight-rbf	157	annealing	583	true	0.533333333333333
MulticlassClassification	72	svmlight-rbf	159	hepatitis	584	true	0.869565217391304
MulticlassClassification	72	svmlight-rbf	160	molecular-biology-splice	585	true	0.770114942528736
MulticlassClassification	72	svmlight-rbf	162	waveform-noise	586	true	0.672
MulticlassClassification	72	svmlight-rbf	163	pima-indians-diabetes	587	true	0.369565217391304
MulticlassClassification	72	svmlight-rbf	164	mushroom	588	true	0.484612228149364
MulticlassClassification	72	svmlight-rbf	165	isolet	589	true	0.961513790891597
MulticlassClassification	72	svmlight-rbf	166	primary-tumor	590	true	0.735294117647059
MulticlassClassification	72	svmlight-rbf	167	image	591	true	0.857142857142857
MulticlassClassification	72	svmlight-rbf	168	waveform	592	true	0.668666666666667
MulticlassClassification	72	svmlight-rbf	169	thyroid-new	593	true	0.359375
MulticlassClassification	72	svmlight-rbf	170	page-blocks	594	true	0.0986601705237515
MulticlassClassification	72	svmlight-rbf	171	tic-tac-toe	595	true	0.644599303135889
MulticlassClassification	72	svmlight-rbf	172	monks-3	596	true	0.527777777777778
MulticlassClassification	72	svmlight-rbf	173	thyroid-hypothyroid	597	true	0.951527924130664
MulticlassClassification	72	svmlight-rbf	174	balance-scale	598	true	0.925133689839572
MulticlassClassification	72	svmlight-rbf	175	lenses	599	true	1.0
MulticlassClassification	72	svmlight-rbf	176	iris	600	true	0.644444444444444
MulticlassClassification	72	svmlight-rbf	177	trains	601	true	1.0
MulticlassClassification	72	svmlight-rbf	178	thyroid-sick	602	true	0.0617283950617284
MulticlassClassification	72	svmlight-rbf	179	thyroid-allbp	603	true	0.994855967078189
MulticlassClassification	72	svmlight-rbf	181	breast-cancer	604	true	0.267441860465116
MulticlassClassification	72	svmlight-rbf	182	thyroid-allhypo	605	true	0.958847736625514
MulticlassClassification	72	svmlight-rbf	183	lymphography	606	true	failed
MulticlassClassification	72	svmlight-rbf	184	thyroid-ann	607	true	0.978704784130688
MulticlassClassification	72	svmlight-rbf	185	vowel-context	608	true	0.895622895622896
MulticlassClassification	72	svmlight-rbf	186	statlog-segment	609	true	0.873015873015873
MulticlassClassification	72	svmlight-rbf	187	letter-recognition	610	true	0.961666666666667
MulticlassClassification	72	svmlight-rbf	188	heart-disease-va	611	true	0.75
MulticlassClassification	72	svmlight-rbf	189	statlog-australian	612	true	0.429951690821256
MulticlassClassification	72	svmlight-rbf	190	statlog-satimage	613	true	0.7695
MulticlassClassification	72	svmlight-rbf	191	monks-1	614	true	0.5
MulticlassClassification	72	svmlight-rbf	192	breast-cancer-wdbc	615	true	failed
MulticlassClassification	72	svmlight-rbf	193	thyroid-euthyroid	616	true	0.100105374077977
MulticlassClassification	72	svmlight-rbf	194	credit-screening	617	true	0.439613526570048
MulticlassClassification	72	svmlight-rbf	196	thyroid-0387	618	true	0.26453488372093
MulticlassClassification	72	svmlight-rbf	197	heart-disease-hungarian	619	true	0.375
MulticlassClassification	72	svmlight-rbf	198	thyroid-dis	620	true	0.986625514403292
MulticlassClassification	72	svmlight-rbf	199	statlog-shuttle	621	true	0.208413793103448
MulticlassClassification	72	svmlight-rbf	200	musk-1	622	true	0.363636363636364
MulticlassClassification	72	svmlight-rbf	201	statlog-vehicle	623	true	0.723404255319149
MulticlassClassification	72	svmlight-rbf	202	voting-records	624	true	0.4
MulticlassClassification	72	svmlight-rbf	203	monks-2	625	true	0.328703703703704
MulticlassClassification	72	svmlight-rbf	204	statlog-heart	626	true	0.481481481481481
MulticlassClassification	72	svmlight-rbf	205	musk-2	627	true	0.154623547246084
MulticlassClassification	72	svmlight-rbf	206	molecular-biology-promoters	628	true	0.53125
MulticlassClassification	72	svmlight-rbf	207	wine	629	true	0.584905660377358
MulticlassClassification	72	svmlight-rbf	209	soybean	630	true	failed
MulticlassClassification	72	svmlight-rbf	210	ionosphere	631	true	0.647619047619048
MulticlassClassification	72	svmlight-rbf	211	thyroid-allhyper	632	true	0.997942386831276
MulticlassClassification	72	svmlight-rbf	212	heart-disease-switzerland	633	true	0.945945945945946
MulticlassClassification	72	svmlight-rbf	213	connect-4	634	true	0.903044357823062
MulticlassClassification	72	svmlight-rbf	214	breast-cancer-wpbc	635	true	0.586206896551724
MulticlassClassification	72	svmlight-rbf	215	statlog-german	636	true	0.313333333333333
MulticlassClassification	72	svmlight-rbf	216	glass	637	true	0.625
MulticlassClassification	72	svmlight-rbf	217	postoperative-patient-data	638	true	0.185185185185185
MulticlassClassification	72	svmlight-rbf	218	hayes-roth	639	true	0.65
MulticlassClassification	72	svmlight-rbf	219	thyroid-allrep	640	true	0.0380658436213992
MulticlassClassification	72	svmlight-rbf	220	chess-krkp	641	true	0.524504692387904
MulticlassClassification	72	svmlight-rbf	221	sonar	642	true	0.483870967741935
MulticlassClassification	72	svmlight-rbf	222	horse-colic	643	true	0.298507462686567
MulticlassClassification	72	svmlight-rbf	223	heart-disease-cleveland	644	true	0.43956043956044
MulticlassClassification	72	svmlight-rbf	224	chess-krk	645	true	0.896637756920518
MulticlassClassification	72	svmlight-rbf	225	breast-cancer-wisconsin	646	true	0.314285714285714
MulticlassClassification	72	svmlight-rbf	226	flags	647	true	0.879310344827586
MulticlassClassification	72	svmlight-rbf	228	lung-cancer	648	true	0.5
BinaryClassification	72	svmlight-rbf	237	svmlight-example1	649	true	0.0266666666666667
MulticlassClassification	72	svmlight-rbf	322	jake-lungcancer-copy	650	true	0.5
MulticlassClassification	72	svmlight-rbf	324	sample-dataset	651	true	failed
MulticlassClassification	72	svmlight-rbf	326	sample-dataset2	652	true	failed
CollaborativeFiltering	77	mean_user_rating_ruby_2	328	collaborativefiltering-sample	737	false	2.03100960115899
CollaborativeFiltering	77	mean_user_rating_ruby_2	335	movielens1m	740	false	1.04670946684575
CollaborativeFiltering	78	mean_movie_rating_ruby	328	collaborativefiltering-sample	741	false	1.36930639376292
CollaborativeFiltering	78	mean_movie_rating_ruby	335	movielens1m	743	false	0.983150058834554
CollaborativeFiltering	87	lester-mf_rsgd-r	328	collaborativefiltering-sample	762	false	2.75230087017879
CollaborativeFiltering	88	lester-shrunk_item_mean-r	328	collaborativefiltering-sample	763	false	1.23440697442638
CollaborativeFiltering	78	mean_movie_rating_ruby	341	movielens100k	768	false	1.04265262563911
BinaryClassification	97	simple-naive-bayes	237	svmlight-example1	789	false	0.113333333333333
BinaryClassification	97	simple-naive-bayes	237	svmlight-example1	790	true	0.0366666666666667
MulticlassClassification	98	reverse-naive-bayes	154	multiclass-sample	791	false	0.5
BinaryClassification	98	reverse-naive-bayes	237	svmlight-example1	792	false	0.113333333333333
BinaryClassification	98	reverse-naive-bayes	237	svmlight-example1	793	true	0.0366666666666667
MulticlassClassification	98	reverse-naive-bayes	164	mushroom	822	false	0.000820681165367255
CollaborativeFiltering	121	cberner-SVD-r	328	collaborativefiltering-sample	829	false	1.87082869338697
CollaborativeFiltering	121	cberner-SVD-r	341	movielens100k	831	false	1.17749426042852
CollaborativeFiltering	123	cberner-KNN-r	328	collaborativefiltering-sample	834	false	2.03100960115899
CollaborativeFiltering	123	cberner-KNN-r	341	movielens100k	837	false	1.0070096629812
CollaborativeFiltering	121	cberner-SVD-r	335	movielens1m	839	false	1.23355099049476
MulticlassClassification	39	svmlight-linear	345	jakefootball	865	false	0.745454545454545
MulticlassClassification	28	nn-ruby	345	jakefootball	866	false	0.563636363636364
MulticlassClassification	97	simple-naive-bayes	345	jakefootball	867	true	0.490909090909091
MulticlassClassification	38	svmlight_multiclass-linear	345	jakefootball	868	true	0.6
MulticlassClassification	72	svmlight-rbf	345	jakefootball	869	true	0.745454545454545
CollaborativeFiltering	132	cberner-KNNImproved-r	328	collaborativefiltering-sample	874	false	0.901387818865997
CollaborativeFiltering	132	cberner-KNNImproved-r	341	movielens100k	875	false	0.942486620826081
CollaborativeFiltering	140	vivalt-learn-r	328	collaborativefiltering-sample	888	false	
CollaborativeFiltering	142	vivalt-learning-r	328	collaborativefiltering-sample	890	false	
CollaborativeFiltering	143	vivalt-learning2-r	328	collaborativefiltering-sample	891	false	
CollaborativeFiltering	146	vivalt-KNN-r	328	collaborativefiltering-sample	894	false	
CollaborativeFiltering	149	vivalt-learner-KNN-r	328	collaborativefiltering-sample	897	false	
CollaborativeFiltering	150	vivalt-KNN-learner-r	328	collaborativefiltering-sample	898	false	
CollaborativeFiltering	144	vivalt-learn--r	328	collaborativefiltering-sample	901	false	failed
CollaborativeFiltering	124	lester-shrunk_item_mean-testSunday	328	collaborativefiltering-sample	911	false	1.23440697442638
CollaborativeFiltering	158	aude-hw4_pb2	328	collaborativefiltering-sample	915	false	1.87716823393976
CollaborativeFiltering	158	aude-hw4_pb2	341	movielens100k	916	false	3.15848596450996
CollaborativeFiltering	159	mjanderson-knn-r	328	collaborativefiltering-sample	917	false	2.03100960115899
CollaborativeFiltering	160	mjanderson-matrix-factorization-r	328	collaborativefiltering-sample	918	false	1.93495895959016
CollaborativeFiltering	160	mjanderson-matrix-factorization-r	335	movielens1m	919	false	0.909276887573902
CollaborativeFiltering	159	mjanderson-knn-r	335	movielens1m	920	false	0.980092324164926
CollaborativeFiltering	170	bkerkez-SVDescent-r	328	collaborativefiltering-sample	929	false	1.80121991413222
CollaborativeFiltering	170	bkerkez-SVDescent-r	341	movielens100k	930	false	failed
CollaborativeFiltering	88	lester-shrunk_item_mean-r	341	movielens100k	932	false	1.03829184438178
CollaborativeFiltering	174	jjariyas-svd-r3	328	collaborativefiltering-sample	940	false	1.5
CollaborativeFiltering	174	jjariyas-svd-r3	341	movielens100k	941	false	failed
CollaborativeFiltering	175	jjariyas-svd-r4	328	collaborativefiltering-sample	942	false	1.22474487139159
CollaborativeFiltering	175	jjariyas-svd-r4	341	movielens100k	943	false	failed
CollaborativeFiltering	176	akshayk-knn-cosine-distance-r	341	movielens100k	945	false	1.18027217954821
CollaborativeFiltering	182	sac-svd-r	328	collaborativefiltering-sample	951	false	1.6583123951777
CollaborativeFiltering	182	sac-svd-r	341	movielens100k	952	false	2.91365673100477
CollaborativeFiltering	182	sac-svd-r	335	movielens1m	953	false	2907.19215935239
CollaborativeFiltering	185	akshayk-svd_missing_values-r	328	collaborativefiltering-sample	956	false	1.22474487139159
CollaborativeFiltering	185	akshayk-svd_missing_values-r	341	movielens100k	957	false	1.0676212040422
CollaborativeFiltering	185	akshayk-svd_missing_values-r	335	movielens1m	958	false	failed
